NUTS_ID,LEVL_CODE,CNTR_CODE,NAME_LATN,NUTS_NAME,URB_VALUE,URB_CLASS,AGE_VALUE,AGE_CLASS,ECS_VALUE,ECS_CLASS,UNR_VALUE,UNR_CLASS,TRN_VALUE,TRN_CLASS,ORG_VALUE,ORG_CLASS
DE30,"2",DE,Berlin,Berlin,1.00000000000,Predominantly urban,0.00000000000,No data,0.00000000000,No data,4.80000000000,Medium to high,0.33333333333,High,20.00000000000,Very high
EL53,"2",EL,Dytiki Makedonia,Δυτική Μακεδονία,3.00000000000,Predominantly rural,0.44817927171,Medium to high,22088.94213260000,Very Small,17.70000000000,Very high,0.00785854617,Very low,6.56270305393,Medium to high
DEA1,"2",DE,Düsseldorf,Düsseldorf,1.00000000000,Predominantly urban,1.05084745763,High,316934.06016599998,Very Large,3.80000000000,Medium to low,0.53503184713,Very high,2.90456431535,Medium to low
EL64,"2",EL,Sterea Elláda,Στερεά Ελλάδα,3.00000000000,Predominantly rural,0.14216549296,Very low,11300.29437710000,Very Small,13.80000000000,Very high,0.00517273231,Very low,1.50679897097,Low
DEG0,"2",DE,Thüringen,Thüringen,3.00000000000,Predominantly rural,1.23529411765,High,371872.76010800002,Very Large,3.00000000000,Low,0.44357976654,High,9.97304582210,High
ITG2,"2",IT,Sardegna,Sardegna,3.00000000000,Predominantly rural,0.44465408805,Medium to high,53189.77533600000,Medium to Small,11.50000000000,Very high,0.08395004625,Low,4.86406117247,Medium to high
ITH1,"2",IT,Provincia Autonoma di Bolzano/Bozen,Provincia Autonoma di Bolzano/Bozen,3.00000000000,Predominantly rural,0.60706401766,Medium to high,37633.87199180000,Small,2.30000000000,Very low,0.06663025669,Low,12.68731268730,Very high
DK01,"2",DK,Hovedstaden,Hovedstaden,1.00000000000,Predominantly urban,0.20588235294,Low,118548.51141599999,Medium to Large,4.70000000000,Medium to high,0.07920792079,Low,12.32876712330,Very high
FI20,"2",FI,Åland,Åland,3.00000000000,Predominantly rural,0.00000000000,No data,82123.97222220000,Medium to Small,0.00000000000,No data,0.09090909091,Low,30.55555555560,Very high
ES13,"2",ES,Cantabria,Cantabria,2.00000000000,Intermediate,0.73780487805,Medium to high,36482.98169930000,Small,9.40000000000,Very high,0.02960969044,Very low,1.96078431373,Low
EL54,"2",EL,Ipeiros,Ήπειρος,3.00000000000,Predominantly rural,0.12615955473,Very low,23346.36024040000,Small,13.30000000000,Very high,0.00517911092,Very low,1.11635895234,Low
DEA2,"2",DE,Köln,Köln,1.00000000000,Predominantly urban,0.74390243902,Medium to high,175008.89097700000,Large,3.20000000000,Low,0.39895013123,High,9.39849624060,High
DE25,"2",DE,Mittelfranken,Mittelfranken,1.00000000000,Predominantly urban,1.90000000000,Very high,99908.19441070000,Medium to Large,2.80000000000,Low,0.15427769986,Medium to low,7.53341433779,Medium to high
DED2,"2",DE,Dresden,Dresden,1.00000000000,Predominantly urban,1.22222222222,High,285850.03187300003,Very Large,3.30000000000,Low,0.37158469945,High,11.55378486060,High
DE50,"2",DE,Bremen,Bremen,1.00000000000,Predominantly urban,0.00000000000,No data,134965.38461499999,Medium to Large,5.40000000000,Medium to high,0.08333333333,Low,15.38461538460,Very high
DE60,"2",DE,Hamburg,Hamburg,1.00000000000,Predominantly urban,0.00000000000,No data,252278.18644100000,Very Large,4.10000000000,Medium to low,0.09259259259,Low,6.77966101695,Medium to high
ES42,"2",ES,Castilla-La Mancha,Castilla-La Mancha,3.00000000000,Predominantly rural,0.14964086193,Very low,46389.87323940000,Medium to Small,14.30000000000,Very high,0.02992427698,Very low,6.87394809106,Medium to high
EL43,"2",EL,Kriti,Κρήτη,2.00000000000,Intermediate,0.17273351648,Low,10936.26035340000,Very Small,12.10000000000,Very high,0.00624406135,Very low,2.33373802779,Low
DEC0,"2",DE,Saarland,Saarland,1.00000000000,Predominantly urban,1.06666666667,High,90791.94495410001,Medium to Large,3.70000000000,Medium to low,0.11111111111,Medium to low,13.76146788990,Very high
DEA4,"2",DE,Detmold,Detmold,2.00000000000,Intermediate,1.17241379310,High,155571.45844900000,Large,2.70000000000,Very low,0.38314176245,High,5.81717451524,Medium to high
ES43,"2",ES,Extremadura,Extremadura,3.00000000000,Predominantly rural,0.19820828667,Low,43124.81191660001,Small,17.30000000000,Very high,0.04486345904,Very low,4.77598008712,Medium to low
FI1C,"2",FI,Etelä-Suomi,Etelä-Suomi,1.00000000000,Predominantly urban,0.94652406417,Medium to high,74922.15143120002,Medium to Small,7.50000000000,High,0.15351812367,Medium to low,8.77192982456,High
FI1D,"2",FI,Pohjois- ja Itä-Suomi,Pohjois- ja Itä-Suomi,3.00000000000,Predominantly rural,1.00000000000,High,71119.95505619999,Medium to Small,6.70000000000,High,0.11415168100,Medium to low,11.51685393260,High
EL65,"2",EL,Peloponnisos,Πελοπόννησος,3.00000000000,Predominantly rural,0.15839243499,Low,12120.07992770000,Very Small,12.60000000000,Very high,0.00601398601,Very low,2.07117041979,Low
EL30,"2",EL,Attiki,Aττική,1.00000000000,Predominantly urban,0.11306042885,Very low,12957.14748780000,Very Small,10.00000000000,Very high,0.01479046836,Very low,1.05263157895,Very low
DE72,"2",DE,Gießen,Gießen,2.00000000000,Intermediate,1.02000000000,High,78008.89033939999,Medium to Small,2.70000000000,Very low,0.14328358209,Medium to low,19.32114882510,Very high
DEE0,"2",DE,Sachsen-Anhalt,Sachsen-Anhalt,2.00000000000,Intermediate,1.00000000000,High,496856.89400899998,Very Large,4.00000000000,Medium to low,0.83544303798,Very high,13.59447004610,Very high
ES41,"2",ES,Castilla y León,Castilla y León,2.00000000000,Intermediate,0.20390455532,Low,69135.01213620002,Medium to Small,9.80000000000,Very high,0.04609885369,Very low,1.60245080712,Low
DED5,"2",DE,Leipzig,Leipzig,1.00000000000,Predominantly urban,1.16666666667,High,372425.17886200000,Very Large,3.50000000000,Low,0.51851851852,Very high,12.19512195120,High
ES22,"2",ES,Comunidad Foral de Navarra,Comunidad Foral de Navarra,2.00000000000,Intermediate,0.17760617761,Low,70290.64965199999,Medium to Small,9.60000000000,Very high,0.07030603805,Low,3.86697602475,Medium to low
DED4,"2",DE,Chemnitz,Chemnitz,2.00000000000,Intermediate,1.23684210526,High,252074.19927499999,Very Large,2.40000000000,Very low,0.30188679245,Medium to high,10.50724637680,High
ES12,"2",ES,Principado de Asturias,Principado de Asturias,2.00000000000,Intermediate,0.46620046620,Medium to high,25225.28842500000,Small,12.60000000000,Very high,0.02396373057,Very low,2.90955091714,Medium to low
BE34,"2",BE,Prov. Luxembourg (BE),Prov. Luxembourg (BE),3.00000000000,Predominantly rural,0.76086956522,Medium to high,166391.19658100000,Large,4.80000000000,Medium to high,0.21243523316,Medium to high,23.07692307690,Very high
DK02,"2",DK,Sjælland,Sjælland,3.00000000000,Predominantly rural,0.22340425532,Low,199476.16068400000,Large,3.90000000000,Medium to low,0.09328358209,Low,8.71794871795,Medium to high
ES52,"2",ES,Comunitat Valenciana,Comunitat Valenciana,1.00000000000,Predominantly urban,0.09224945208,Very low,25511.01196890000,Small,13.20000000000,Very high,0.03788819876,Very low,2.75284260922,Medium to low
ES21,"2",ES,País Vasco,País Vasco,1.00000000000,Predominantly urban,0.34808259587,Medium to low,40047.58510640000,Small,8.60000000000,High,0.08045977011,Low,3.72340425532,Medium to low
ES24,"2",ES,Aragón,Aragón,1.00000000000,Predominantly urban,0.23052362708,Low,82825.35085630002,Medium to Small,9.40000000000,Very high,0.09507684293,Low,2.49762131304,Medium to low
ES30,"2",ES,Comunidad de Madrid,Comunidad de Madrid,1.00000000000,Predominantly urban,0.13424657534,Very low,25804.58397930000,Small,11.20000000000,Very high,0.04736129905,Low,3.35917312661,Medium to low
DE22,"2",DE,Niederbayern,Niederbayern,3.00000000000,Predominantly rural,1.85039370079,Very high,114017.66178500000,Medium to Large,1.80000000000,Very low,0.13002364066,Medium to low,7.39191073919,Medium to high
BG31,"2",BG,Severozapaden,Северозападен,3.00000000000,Predominantly rural,0.45576923077,Medium to high,50218.39527250000,Medium to Small,6.90000000000,High,0.09253945481,Low,2.75771503611,Medium to low
FI19,"2",FI,Länsi-Suomi,Länsi-Suomi,3.00000000000,Predominantly rural,0.95709570957,High,71486.05587890002,Medium to Small,6.20000000000,High,0.12581913499,Medium to low,9.37136204889,High
BE35,"2",BE,Prov. Namur,Prov. Namur,3.00000000000,Predominantly rural,0.65957446809,Medium to high,207118.95708200001,Large,7.20000000000,High,0.29444444444,Medium to high,13.73390557940,Very high
DEB3,"2",DE,Rheinhessen-Pfalz,Rheinhessen-Pfalz,2.00000000000,Intermediate,0.77570093458,Medium to high,207570.43524100000,Large,3.60000000000,Medium to low,0.32335329341,High,9.18674698795,High
DE11,"2",DE,Stuttgart,Stuttgart,1.00000000000,Predominantly urban,1.29655172414,High,115882.74014500000,Medium to Large,2.80000000000,Low,0.18493803623,Medium to low,9.97586484312,High
CZ04,"2",CZ,Severozápad,Severozápad,2.00000000000,Intermediate,0.82051282051,Medium to high,192596.40816299999,Large,3.30000000000,Low,0.72566371681,Very high,26.53061224490,Very high
ES51,"2",ES,Cataluña,Cataluña,1.00000000000,Predominantly urban,0.19733333333,Low,95693.21284340000,Medium to Large,9.70000000000,Very high,0.09940000000,Low,7.74968164453,Medium to high
ES23,"2",ES,La Rioja,La Rioja,2.00000000000,Intermediate,0.27445652174,Medium to low,48003.83333330000,Medium to Small,9.50000000000,Very high,0.07676969093,Low,2.31481481481,Low
CZ07,"2",CZ,Střední Morava,Střední Morava,3.00000000000,Predominantly rural,1.09090909091,High,175139.68789800000,Large,2.70000000000,Very low,0.50961538462,Very high,19.74522292990,Very high
FRB0,"2",FR,Centre — Val de Loire,Centre — Val de Loire,3.00000000000,Predominantly rural,1.50000000000,Very high,178908.39062500000,Large,6.40000000000,High,0.88976377953,Very high,7.86458333333,Medium to high
RO21,"2",RO,Nord-Est,Nord-Est,3.00000000000,Predominantly rural,0.27980949884,Medium to low,3167.01158516000,Very Small,6.60000000000,High,0.00564722641,Very low,0.53794266442,Very low
SE11,"2",SE,Stockholm,Stockholm,1.00000000000,Predominantly urban,0.00000000000,No data,69250.28571430000,Medium to Small,6.90000000000,High,0.25333333333,Medium to high,7.40740740741,Medium to high
SE12,"2",SE,Östra Mellansverige,Östra Mellansverige,2.00000000000,Intermediate,0.32808398950,Medium to low,103867.08518200000,Medium to Large,9.40000000000,Very high,0.35456730769,High,11.71251109140,High
ITH4,"2",IT,Friuli-Venezia Giulia,Friuli-Venezia Giulia,2.00000000000,Intermediate,0.19291338583,Low,78615.08129580000,Medium to Small,5.30000000000,Medium to high,0.11444141689,Medium to low,6.28048780488,Medium to high
PT17,"2",PT,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,1.00000000000,Predominantly urban,0.15081967213,Very low,48247.01225110000,Medium to Small,7.30000000000,High,0.04983922830,Low,1.53139356815,Low
PT16,"2",PT,Centro (PT),Centro (PT),3.00000000000,Predominantly rural,0.09367945824,Very low,18781.40454960000,Very Small,5.20000000000,Medium to high,0.02060238444,Very low,1.06568295932,Very low
PL22,"2",PL,Śląskie,Śląskie,1.00000000000,Predominantly urban,1.05324675325,High,14249.90787420000,Very Small,2.20000000000,Very low,0.24389567148,Medium to high,0.22286605750,Very low
SE21,"2",SE,Småland med öarna,Småland med öarna,3.00000000000,Predominantly rural,0.37755102041,Medium to low,112686.31243200001,Medium to Large,6.10000000000,Medium to high,0.31766381766,High,8.64864864865,Medium to high
LU00,"2",LU,Luxembourg,Luxembourg,2.00000000000,Intermediate,0.92105263158,Medium to high,172314.44148899999,Large,4.60000000000,Medium to high,1.13636363636,Very high,5.85106382979,Medium to high
PL61,"2",PL,Kujawsko-pomorskie,Kujawsko-pomorskie,2.00000000000,Intermediate,2.91141732283,Very high,34165.88355240000,Small,3.90000000000,Medium to low,0.69204448246,Very high,0.62342038753,Very low
PL41,"2",PL,Wielkopolskie,Wielkopolskie,3.00000000000,Predominantly rural,2.32621199671,Very high,37885.22309890000,Small,2.00000000000,Very low,0.62964532994,Very high,0.58079056866,Very low
LV00,"2",LV,Latvija,Latvija,2.00000000000,Intermediate,0.32475728155,Medium to low,19660.72948680000,Very Small,6.80000000000,High,0.42109600330,High,5.43635836474,Medium to high
PL62,"2",PL,Warmińsko-mazurskie,Warmińsko-mazurskie,3.00000000000,Predominantly rural,1.91000000000,Very high,37950.08593750000,Small,3.40000000000,Low,0.43535620053,High,7.67463235294,Medium to high
FRI2,"2",FR,Limousin,Limousin,3.00000000000,Predominantly rural,1.42647058824,Very high,90046.24127910000,Medium to Large,6.80000000000,High,0.58435582822,Very high,9.59302325581,High
PL42,"2",PL,Zachodniopomorskie,Zachodniopomorskie,2.00000000000,Intermediate,1.34027777778,High,41344.98528380000,Small,2.30000000000,Very low,0.47037609480,High,7.70847932726,Medium to high
PL51,"2",PL,Dolnośląskie,Dolnośląskie,1.00000000000,Predominantly urban,1.04180790960,High,22619.08958410000,Very Small,3.60000000000,Medium to low,0.34606330107,High,1.32141469102,Low
PL52,"2",PL,Opolskie,Opolskie,3.00000000000,Predominantly rural,2.18560606061,Very high,30567.16547900000,Small,2.70000000000,Very low,0.41117318436,High,0.23752969121,Very low
PL71,"2",PL,Łódzkie,Łódzkie,2.00000000000,Intermediate,1.86542591267,Very high,17300.86754290000,Very Small,3.40000000000,Low,0.36864852237,High,0.43481967772,Very low
LT02,"2",LT,Vidurio ir vakarų Lietuvos regionas,Vidurio ir vakarų Lietuvos regionas,0.00000000000,No data,0.35898130588,Medium to low,18246.92738450000,Very Small,6.60000000000,High,0.15447641887,Medium to low,1.43673186775,Low
FRI3,"2",FR,Poitou-Charentes,Poitou-Charentes,3.00000000000,Predominantly rural,1.44067796610,Very high,191638.10852300000,Large,7.10000000000,High,0.67613132209,Very high,9.47591318158,High
PT18,"2",PT,Alentejo,Alentejo,3.00000000000,Predominantly rural,0.19476268412,Low,63325.25482720000,Medium to Small,4.90000000000,Medium to high,0.09729579035,Low,2.23577235772,Low
SI04,"2",SI,Zahodna Slovenija,Zahodna Slovenija,1.00000000000,Predominantly urban,0.19976498237,Low,15894.10042230000,Very Small,3.80000000000,Medium to low,0.33375078272,High,5.77193805725,Medium to high
PL63,"2",PL,Pomorskie,Pomorskie,2.00000000000,Intermediate,1.90528634361,Very high,31104.28382310000,Small,1.90000000000,Very low,0.50178926441,High,1.32345156167,Low
PL43,"2",PL,Lubuskie,Lubuskie,2.00000000000,Intermediate,1.03351955307,High,30853.61724660000,Small,2.00000000000,Very low,0.42426417803,High,4.84114977307,Medium to high
PT15,"2",PT,Algarve,Algarve,3.00000000000,Predominantly rural,0.08236808237,Very low,29205.49569980000,Small,6.00000000000,Medium to high,0.02240000000,Very low,0.62548866302,Very low
NL12,"2",NL,Friesland (NL),Friesland (NL),2.00000000000,Intermediate,0.53086419753,Medium to high,408544.93349199998,Very Large,3.80000000000,Medium to low,2.29687500000,Very high,3.80047505938,Medium to low
NL13,"2",NL,Drenthe,Drenthe,2.00000000000,Intermediate,0.52631578947,Medium to high,457769.91304299998,Very Large,2.90000000000,Low,2.20930232558,Very high,3.26086956522,Medium to low
PL92,"2",PL,Mazowiecki regionalny,Mazowiecki regionalny,1.00000000000,Predominantly urban,1.92793682132,Very high,24019.29353260000,Small,3.70000000000,Medium to low,0.41491784610,High,0.95910866069,Very low
RO31,"2",RO,Sud-Muntenia,Sud-Muntenia,3.00000000000,Predominantly rural,0.22253929641,Low,4121.16803970000,Very Small,7.90000000000,High,0.00698383301,Very low,0.35826500115,Very low
ITI1,"2",IT,Toscana,Toscana,2.00000000000,Intermediate,0.17707058344,Low,47935.31740550000,Medium to Small,6.00000000000,Medium to high,0.07934534908,Low,10.37392138060,High
ITI2,"2",IT,Umbria,Umbria,2.00000000000,Intermediate,0.18958818959,Low,38349.22086120001,Small,7.10000000000,High,0.06907502977,Low,7.08456973294,Medium to high
NL11,"2",NL,Groningen,Groningen,2.00000000000,Intermediate,0.48148148148,Medium to high,433193.86507900001,Very Large,4.60000000000,Medium to high,2.27272727273,Very high,3.96825396825,Medium to low
ITH5,"2",IT,Emilia-Romagna,Emilia-Romagna,2.00000000000,Intermediate,0.17714044707,Low,123465.39324999999,Medium to Large,5.00000000000,Medium to high,0.12857744108,Medium to low,10.51162790700,High
NL41,"2",NL,Noord-Brabant,Noord-Brabant,1.00000000000,Predominantly urban,0.42696629214,Medium to low,514609.89647799998,Very Large,3.00000000000,Low,1.63943661972,Very high,1.81430096051,Low
NL42,"2",NL,Limburg (NL),Limburg (NL),1.00000000000,Predominantly urban,0.34567901235,Medium to low,549314.26849299995,Very Large,3.60000000000,Medium to low,1.80769230769,Very high,1.91780821918,Low
FRD2,"2",FR,Haute-Normandie,Haute-Normandie,2.00000000000,Intermediate,1.33644859813,High,209603.95994999999,Large,7.90000000000,High,0.81179138322,Very high,5.88235294118,Medium to high
DE40,"2",DE,Brandenburg,Brandenburg,0.00000000000,No data,1.04819277108,High,367997.65064700000,Very Large,3.30000000000,Low,0.53693181818,Very high,15.15711645100,Very high
EE00,"2",EE,Eesti,Eesti,3.00000000000,Predominantly rural,0.67687074830,Medium to high,74135.08443269999,Medium to Small,5.60000000000,Medium to high,0.47662337662,High,17.06244503080,Very high
ITG1,"2",IT,Sicilia,Sicilia,1.00000000000,Predominantly urban,0.21540428252,Low,29869.82624890000,Small,16.60000000000,Very high,0.07022556391,Low,7.94130037916,Medium to high
RO22,"2",RO,Sud-Est,Sud-Est,3.00000000000,Predominantly rural,0.26837978418,Low,6271.45556378000,Very Small,7.30000000000,High,0.00984730446,Very low,0.46596309325,Very low
